,Filename,xmin,ymin,xmax,ymax,label
22,../../05_Final_Data/Face_Detection_Images/Paul_Byrd_0001.jpg,68,66,183,181,1
23,../../05_Final_Data/Face_Detection_Images/Julie_Gerberding_0014.jpg,70,67,184,181,1
24,../../05_Final_Data/Face_Detection_Images/Arminio_Fraga_0005.jpg,70,67,183,180,1
25,../../05_Final_Data/Face_Detection_Images/Mahdi_Al_Bassam_0001.jpg,68,69,190,191,1
26,../../05_Final_Data/Face_Detection_Images/Rob_Schneider_0001.jpg,72,68,188,184,1
27,../../05_Final_Data/Face_Detection_Images/Arnold_Schwarzenegger_0019.jpg,64,69,177,182,1
28,../../05_Final_Data/Face_Detection_Images/John_Abizaid_0003.jpg,68,66,183,181,1
29,../../05_Final_Data/Face_Detection_Images/Mary_Blige_0001.jpg,60,65,182,187,1
30,../../05_Final_Data/Face_Detection_Images/Spencer_Abraham_0009.jpg,3,13,65,75,1
31,../../05_Final_Data/Face_Detection_Images/Robert_Blake_0003.jpg,62,61,187,186,1
32,../../05_Final_Data/Face_Detection_Images/Dick_Vermeil_0001.jpg,64,64,186,186,1
33,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0387.jpg,66,64,182,180,1
34,../../05_Final_Data/Face_Detection_Images/Christian_Longo_0001.jpg,66,65,181,180,1
35,../../05_Final_Data/Face_Detection_Images/Rudolph_Giuliani_0009.jpg,68,64,184,180,1
36,../../05_Final_Data/Face_Detection_Images/Stanley_Ho_0001.jpg,65,65,182,182,1
37,../../05_Final_Data/Face_Detection_Images/Heather_Mills_0001.jpg,65,67,184,186,1
38,../../05_Final_Data/Face_Detection_Images/Sarah_Hughes_0002.jpg,68,69,184,185,1
39,../../05_Final_Data/Face_Detection_Images/Dennis_Kucinich_0006.jpg,64,63,185,184,1
40,../../05_Final_Data/Face_Detection_Images/James_Cameron_0002.jpg,1,102,60,161,1
41,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0393.jpg,66,66,185,185,1
42,../../05_Final_Data/Face_Detection_Images/Gordon_Brown_0008.jpg,58,62,185,189,1
43,../../05_Final_Data/Face_Detection_Images/Juergen_Braehmer_0001.jpg,68,67,181,180,1
44,../../05_Final_Data/Face_Detection_Images/Yevgeny_Kafelnikov_0001.jpg,67,66,184,183,1
45,../../05_Final_Data/Face_Detection_Images/Tiger_Woods_0004.jpg,66,67,180,181,1
46,../../05_Final_Data/Face_Detection_Images/Michel_Duclos_0001.jpg,70,69,181,180,1
47,../../05_Final_Data/Face_Detection_Images/Prince_Harry_0002.jpg,67,68,184,185,1
48,../../05_Final_Data/Face_Detection_Images/Jim_Doyle_0001.jpg,62,64,185,187,1
49,../../05_Final_Data/Face_Detection_Images/Donald_Rumsfeld_0029.jpg,75,69,178,172,1
50,../../05_Final_Data/Face_Detection_Images/Jean_Chretien_0026.jpg,69,70,182,183,1
51,../../05_Final_Data/Face_Detection_Images/Osrat_Iosef_0001.jpg,67,71,175,179,1
52,../../05_Final_Data/Face_Detection_Images/Tom_Welch_0001.jpg,65,65,181,181,1
53,../../05_Final_Data/Face_Detection_Images/Susie_Castillo_0001.jpg,68,67,187,186,1
54,../../05_Final_Data/Face_Detection_Images/Jeremy_Greenstock_0022.jpg,61,65,181,185,1
55,../../05_Final_Data/Face_Detection_Images/Danny_Elfman_0001.jpg,66,65,191,190,1
56,../../05_Final_Data/Face_Detection_Images/Tony_Blair_0002.jpg,65,67,186,188,1
57,../../05_Final_Data/Face_Detection_Images/Michael_Schumacher_0001.jpg,70,67,179,176,1
58,../../05_Final_Data/Face_Detection_Images/Monica_Bellucci_0003.jpg,71,70,178,177,1
59,../../05_Final_Data/Face_Detection_Images/LeBron_James_0005.jpg,69,67,181,179,1
60,../../05_Final_Data/Face_Detection_Images/Dorthy_Moxley_0001.jpg,0,65,57,122,1
61,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0378.jpg,71,67,181,177,1
62,../../05_Final_Data/Face_Detection_Images/Madonna_0004.jpg,24,39,51,66,1
63,../../05_Final_Data/Face_Detection_Images/Hashim_Thaci_0002.jpg,69,70,180,181,1
64,../../05_Final_Data/Face_Detection_Images/Tony_Blair_0016.jpg,67,67,185,185,1
65,../../05_Final_Data/Face_Detection_Images/Michael_Schumacher_0015.jpg,61,64,182,185,1
66,../../05_Final_Data/Face_Detection_Images/Cate_Blanchett_0002.jpg,47,139,90,182,1
67,../../05_Final_Data/Face_Detection_Images/Boris_Becker_0001.jpg,76,73,182,179,1
68,../../05_Final_Data/Face_Detection_Images/David_Nalbandian_0014.jpg,61,62,188,189,1
69,../../05_Final_Data/Face_Detection_Images/Dominique_de_Villepin_0014.jpg,68,70,179,181,1
70,../../05_Final_Data/Face_Detection_Images/Sarah_Jessica_Parker_0004.jpg,75,70,188,183,1
71,../../05_Final_Data/Face_Detection_Images/Gil_de_Ferran_0004.jpg,162,47,217,102,1
72,../../05_Final_Data/Face_Detection_Images/Jean_Chretien_0032.jpg,69,69,180,180,1
73,../../05_Final_Data/Face_Detection_Images/Jolanta_Kwasniewski_0002.jpg,69,67,187,185,1
74,../../05_Final_Data/Face_Detection_Images/Patricia_Wartusch_0001.jpg,71,69,176,174,1
75,../../05_Final_Data/Face_Detection_Images/Jose_Maria_Aznar_0019.jpg,70,62,201,193,1
76,../../05_Final_Data/Face_Detection_Images/Donald_Rumsfeld_0015.jpg,71,70,174,173,1
77,../../05_Final_Data/Face_Detection_Images/Ray_Romano_0006.jpg,153,4,241,92,1
78,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0422.jpg,64,65,183,184,1
79,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0344.jpg,66,64,186,184,1
80,../../05_Final_Data/Face_Detection_Images/Richard_Regenhard_0001.jpg,67,69,182,184,1
81,../../05_Final_Data/Face_Detection_Images/David_Beckham_0002.jpg,60,66,184,190,1
82,../../05_Final_Data/Face_Detection_Images/Ariel_Sharon_0050.jpg,62,65,185,188,1
83,../../05_Final_Data/Face_Detection_Images/David_Beckham_0016.jpg,65,66,184,185,1
84,../../05_Final_Data/Face_Detection_Images/Teresa_Graves_0001.jpg,71,65,181,175,1
85,../../05_Final_Data/Face_Detection_Images/Sandy_Smith_0001.jpg,71,68,183,180,1
86,../../05_Final_Data/Face_Detection_Images/Anja_Paerson_0001.jpg,63,68,184,189,1
87,../../05_Final_Data/Face_Detection_Images/Ariel_Sharon_0044.jpg,70,68,181,179,1
88,../../05_Final_Data/Face_Detection_Images/Robert_Vowler_0001.jpg,76,71,181,176,1
89,../../05_Final_Data/Face_Detection_Images/Lleyton_Hewitt_0041.jpg,66,63,184,181,1
90,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0350.jpg,70,66,180,176,1
91,../../05_Final_Data/Face_Detection_Images/Donald_Rumsfeld_0001.jpg,74,71,179,176,1
92,../../05_Final_Data/Face_Detection_Images/Kai-Uwe_Ricke_0001.jpg,63,63,185,185,1
93,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0436.jpg,71,65,186,180,1
94,../../05_Final_Data/Face_Detection_Images/Scott_Hubbard_0001.jpg,65,67,182,184,1
95,../../05_Final_Data/Face_Detection_Images/Vladimir_Putin_0016.jpg,67,67,183,183,1
96,../../05_Final_Data/Face_Detection_Images/Rudolph_Holton_0001.jpg,70,71,180,181,1
97,../../05_Final_Data/Face_Detection_Images/John_Howard_0001.jpg,64,60,188,184,1
98,../../05_Final_Data/Face_Detection_Images/Mike_Babcock_0001.jpg,73,69,180,176,1
99,../../05_Final_Data/Face_Detection_Images/Pierce_Brosnan_0004.jpg,78,72,177,171,1
100,../../05_Final_Data/Face_Detection_Images/Tatiana_Shchegoleva_0001.jpg,63,67,177,181,1
101,../../05_Final_Data/Face_Detection_Images/Jack_Straw_0002.jpg,68,67,188,187,1
102,../../05_Final_Data/Face_Detection_Images/Joschka_Fischer_0010.jpg,65,67,182,184,1
103,../../05_Final_Data/Face_Detection_Images/Jacques_Rogge_0008.jpg,61,61,187,187,1
104,../../05_Final_Data/Face_Detection_Images/Ann_Veneman_0005.jpg,105,168,173,236,1
105,../../05_Final_Data/Face_Detection_Images/Didier_Defago_0001.jpg,76,68,178,170,1
106,../../05_Final_Data/Face_Detection_Images/Ann_Veneman_0011.jpg,106,172,161,227,1
107,../../05_Final_Data/Face_Detection_Images/Rick_Lu_0001.jpg,68,72,176,180,1
108,../../05_Final_Data/Face_Detection_Images/Annette_Lu_0002.jpg,73,74,176,177,1
109,../../05_Final_Data/Face_Detection_Images/John_Howard_0015.jpg,61,59,186,184,1
110,../../05_Final_Data/Face_Detection_Images/Jack_Straw_0016.jpg,60,59,190,189,1
111,../../05_Final_Data/Face_Detection_Images/Pierce_Brosnan_0010.jpg,66,66,182,182,1
112,../../05_Final_Data/Face_Detection_Images/Joschka_Fischer_0004.jpg,76,70,184,178,1
113,../../05_Final_Data/Face_Detection_Images/Ali_Ahmeti_0001.jpg,64,63,186,185,1
114,../../05_Final_Data/Face_Detection_Images/William_Ford_Jr_0001.jpg,70,69,181,180,1
115,../../05_Final_Data/Face_Detection_Images/Jacques_Chirac_0043.jpg,68,67,190,189,1
116,../../05_Final_Data/Face_Detection_Images/Vladimir_Putin_0002.jpg,65,63,185,183,1
117,../../05_Final_Data/Face_Detection_Images/Mario_Dominguez_0001.jpg,78,71,186,179,1
118,../../05_Final_Data/Face_Detection_Images/Andy_Wisecarver_0001.jpg,64,65,184,185,1
119,../../05_Final_Data/Face_Detection_Images/Iain_Richmond_0001.jpg,69,65,182,178,1
120,../../05_Final_Data/Face_Detection_Images/Robin_Cook_0002.jpg,59,60,190,191,1
121,../../05_Final_Data/Face_Detection_Images/Juliette_Lewis_0001.jpg,54,60,185,191,1
122,../../05_Final_Data/Face_Detection_Images/Shimon_Peres_0007.jpg,62,68,170,176,1
123,../../05_Final_Data/Face_Detection_Images/Charles_Moose_0001.jpg,69,69,182,182,1
124,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0185.jpg,67,65,183,181,1
125,../../05_Final_Data/Face_Detection_Images/Carlos_Moya_0004.jpg,63,64,183,184,1
126,../../05_Final_Data/Face_Detection_Images/Gabriel_Farhi_0001.jpg,66,66,185,185,1
127,../../05_Final_Data/Face_Detection_Images/Colin_Powell_0195.jpg,66,65,184,183,1
128,../../05_Final_Data/Face_Detection_Images/Robert_Lee_Yates_Jr_0001.jpg,68,65,182,179,1
129,../../05_Final_Data/Face_Detection_Images/Zydrunas_Ilgauskas_0001.jpg,57,60,184,187,1
130,../../05_Final_Data/Face_Detection_Images/Richard_Armitage_0005.jpg,64,64,185,185,1
131,../../05_Final_Data/Face_Detection_Images/Pedro_Malan_0004.jpg,64,65,178,179,1
132,../../05_Final_Data/Face_Detection_Images/Sourav_Ganguly_0005.jpg,60,66,180,186,1
133,../../05_Final_Data/Face_Detection_Images/Leslie_Ann_Woodward_0002.jpg,151,21,206,76,1
134,../../05_Final_Data/Face_Detection_Images/Richard_Gephardt_0001.jpg,74,68,184,178,1
135,../../05_Final_Data/Face_Detection_Images/Marcio_de_Souza_0001.jpg,57,60,190,193,1
136,../../05_Final_Data/Face_Detection_Images/Bill_Fennelly_0001.jpg,68,64,186,182,1
137,../../05_Final_Data/Face_Detection_Images/Holly_Hunter_0003.jpg,69,68,183,182,1
138,../../05_Final_Data/Face_Detection_Images/Manuel_Pellegrini_0001.jpg,65,63,187,185,1
139,../../05_Final_Data/Face_Detection_Images/Amanda_Coetzer_0002.jpg,87,154,153,220,1
140,../../05_Final_Data/Face_Detection_Images/Sachiko_Yamada_0004.jpg,71,66,178,173,1
141,../../05_Final_Data/Face_Detection_Images/Colin_Powell_0181.jpg,74,73,176,175,1
142,../../05_Final_Data/Face_Detection_Images/Victoria_Beckham_0001.jpg,76,75,175,174,1
143,../../05_Final_Data/Face_Detection_Images/Bill_Callahan_0001.jpg,66,63,184,181,1
144,../../05_Final_Data/Face_Detection_Images/Edgar_Savisaar_0001.jpg,69,67,186,184,1
145,../../05_Final_Data/Face_Detection_Images/Carlos_Moya_0010.jpg,66,65,188,187,1
146,../../05_Final_Data/Face_Detection_Images/Matt_Herden_0001.jpg,63,63,188,188,1
147,../../05_Final_Data/Face_Detection_Images/Jeb_Bush_0001.jpg,69,69,181,181,1
148,../../05_Final_Data/Face_Detection_Images/Dan_Kellner_0001.jpg,62,62,189,189,1
149,../../05_Final_Data/Face_Detection_Images/Imad_Moustapha_0001.jpg,66,65,186,185,1
150,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0191.jpg,87,68,196,177,1
151,../../05_Final_Data/Face_Detection_Images/Rolf_Zimmermann_0001.jpg,67,70,183,186,1
152,../../05_Final_Data/Face_Detection_Images/Karl-Heinz_Rummenigge_0001.jpg,65,65,185,185,1
153,../../05_Final_Data/Face_Detection_Images/Charlotte_Church_0001.jpg,68,68,184,184,1
154,../../05_Final_Data/Face_Detection_Images/Miguel_Rosseto_0001.jpg,55,61,190,196,1
155,../../05_Final_Data/Face_Detection_Images/Emma_Watson_0001.jpg,68,68,184,184,1
156,../../05_Final_Data/Face_Detection_Images/Mukesh_Ambani_0001.jpg,58,62,191,195,1
157,../../05_Final_Data/Face_Detection_Images/Junichiro_Koizumi_0045.jpg,59,66,190,197,1
158,../../05_Final_Data/Face_Detection_Images/Serena_Williams_0012.jpg,60,66,181,187,1
159,../../05_Final_Data/Face_Detection_Images/Walid_Al-Awadi_0001.jpg,65,64,184,183,1
160,../../05_Final_Data/Face_Detection_Images/Dean_Jacek_0001.jpg,68,66,181,179,1
161,../../05_Final_Data/Face_Detection_Images/Doug_Moe_0001.jpg,67,68,182,183,1
162,../../05_Final_Data/Face_Detection_Images/Nicanor_Duarte_Frutos_0006.jpg,172,37,244,109,1
163,../../05_Final_Data/Face_Detection_Images/Pete_Carroll_0003.jpg,69,65,184,180,1
164,../../05_Final_Data/Face_Detection_Images/Leandro_Andrade_0001.jpg,73,77,175,179,1
165,../../05_Final_Data/Face_Detection_Images/Elton_John_0003.jpg,62,65,186,189,1
166,../../05_Final_Data/Face_Detection_Images/Benjamin_Bratt_0001.jpg,67,67,186,186,1
167,../../05_Final_Data/Face_Detection_Images/Richard_Perle_0001.jpg,66,67,182,183,1
168,../../05_Final_Data/Face_Detection_Images/Kurt_Thomas_0001.jpg,172,96,226,150,1
169,../../05_Final_Data/Face_Detection_Images/Peter_Medgyessy_0001.jpg,67,66,184,183,1
170,../../05_Final_Data/Face_Detection_Images/Kim_Dae-jung_0002.jpg,65,67,186,188,1
171,../../05_Final_Data/Face_Detection_Images/Robbie_Coltrane_0001.jpg,74,69,179,174,1
172,../../05_Final_Data/Face_Detection_Images/Kimberly_Stewart_0001.jpg,56,60,194,198,1
173,../../05_Final_Data/Face_Detection_Images/Mikhail_Wehbe_0003.jpg,62,65,184,187,1
174,../../05_Final_Data/Face_Detection_Images/Junichiro_Koizumi_0051.jpg,80,75,177,172,1
175,../../05_Final_Data/Face_Detection_Images/Serena_Williams_0006.jpg,66,71,180,185,1
176,../../05_Final_Data/Face_Detection_Images/Catherine_Deneuve_0004.jpg,68,68,187,187,1
177,../../05_Final_Data/Face_Detection_Images/John_Burnett_0001.jpg,67,70,188,191,1
178,../../05_Final_Data/Face_Detection_Images/Joe_Gatti_0001.jpg,69,67,182,180,1
179,../../05_Final_Data/Face_Detection_Images/Recep_Tayyip_Erdogan_0027.jpg,64,67,182,185,1
180,../../05_Final_Data/Face_Detection_Images/Uma_Thurman_0001.jpg,59,64,190,195,1
181,../../05_Final_Data/Face_Detection_Images/Naoto_Kan_0003.jpg,71,68,179,176,1
182,../../05_Final_Data/Face_Detection_Images/Heidi_Fleiss_0002.jpg,69,72,180,183,1
183,../../05_Final_Data/Face_Detection_Images/Craig_Wilson_0001.jpg,69,66,183,180,1
184,../../05_Final_Data/Face_Detection_Images/Karin_Stoiber_0002.jpg,64,65,185,186,1
185,../../05_Final_Data/Face_Detection_Images/Jean-Claude_Juncker_0002.jpg,74,71,182,179,1
186,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0146.jpg,79,74,176,171,1
187,../../05_Final_Data/Face_Detection_Images/Fred_Rogers_0001.jpg,59,63,182,186,1
188,../../05_Final_Data/Face_Detection_Images/Elizabeth_Smart_0004.jpg,65,67,183,185,1
189,../../05_Final_Data/Face_Detection_Images/Bill_Frist_0008.jpg,45,116,78,149,1
190,../../05_Final_Data/Face_Detection_Images/Mike_Weir_0001.jpg,60,61,190,191,1
191,../../05_Final_Data/Face_Detection_Images/Ricardo_Lagos_0005.jpg,60,58,210,208,1
192,../../05_Final_Data/Face_Detection_Images/Colin_Powell_0156.jpg,68,65,185,182,1
193,../../05_Final_Data/Face_Detection_Images/Tomomi_Morita_0001.jpg,70,67,178,175,1
194,../../05_Final_Data/Face_Detection_Images/Matt_Dillon_0002.jpg,64,47,152,135,1
195,../../05_Final_Data/Face_Detection_Images/Colin_Powell_0142.jpg,76,74,175,173,1
196,../../05_Final_Data/Face_Detection_Images/Paul_Coppin_0002.jpg,63,66,185,188,1
197,../../05_Final_Data/Face_Detection_Images/Ricardo_Lagos_0011.jpg,70,67,186,183,1
198,../../05_Final_Data/Face_Detection_Images/Jonathan_Edwards_0005.jpg,70,69,183,182,1
199,../../05_Final_Data/Face_Detection_Images/Al_Gore_0005.jpg,69,68,184,183,1
200,../../05_Final_Data/Face_Detection_Images/Tom_Miller_0001.jpg,72,66,182,176,1
201,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0152.jpg,70,68,180,178,1
202,../../05_Final_Data/Face_Detection_Images/Jessica_Lynch_0001.jpg,65,63,188,186,1
203,../../05_Final_Data/Face_Detection_Images/Kim_Clijsters_0012.jpg,69,65,189,185,1
204,../../05_Final_Data/Face_Detection_Images/Alan_Greenspan_0005.jpg,78,68,193,183,1
205,../../05_Final_Data/Face_Detection_Images/Carla_Del_Ponte_0001.jpg,70,68,183,181,1
206,../../05_Final_Data/Face_Detection_Images/Eric_Taino_0001.jpg,62,65,184,187,1
207,../../05_Final_Data/Face_Detection_Images/Cruz_Bustamante_0001.jpg,73,69,185,181,1
208,../../05_Final_Data/Face_Detection_Images/Ms_Dynamite_0001.jpg,62,64,184,186,1
209,../../05_Final_Data/Face_Detection_Images/Hitoshi_Tanaka_0001.jpg,69,71,179,181,1
210,../../05_Final_Data/Face_Detection_Images/Brad_Miller_0001.jpg,62,57,195,190,1
211,../../05_Final_Data/Face_Detection_Images/Hans_Blix_0033.jpg,68,69,185,186,1
212,../../05_Final_Data/Face_Detection_Images/Hans_Blix_0027.jpg,66,67,184,185,1
213,../../05_Final_Data/Face_Detection_Images/Jelena_Dokic_0006.jpg,63,63,188,188,1
214,../../05_Final_Data/Face_Detection_Images/Hama_Arba_Diallo_0001.jpg,65,67,184,186,1
215,../../05_Final_Data/Face_Detection_Images/Steve_Zahn_0001.jpg,67,66,183,182,1
216,../../05_Final_Data/Face_Detection_Images/Jose_Lina_0001.jpg,76,69,184,177,1
217,../../05_Final_Data/Face_Detection_Images/David_Hyde_Pierce_0002.jpg,2,145,79,222,1
218,../../05_Final_Data/Face_Detection_Images/Adrian_Murrell_0001.jpg,66,67,182,183,1
219,../../05_Final_Data/Face_Detection_Images/Tim_Curry_0002.jpg,71,69,183,181,1
220,../../05_Final_Data/Face_Detection_Images/Katja_Riemann_0001.jpg,172,15,199,42,1
221,../../05_Final_Data/Face_Detection_Images/Kim_Clijsters_0006.jpg,66,62,192,188,1
222,../../05_Final_Data/Face_Detection_Images/Gerhard_Schroeder_0095.jpg,60,63,181,184,1
223,../../05_Final_Data/Face_Detection_Images/Daniela_Hantuchova_0001.jpg,71,71,176,176,1
224,../../05_Final_Data/Face_Detection_Images/Carlo_Azeglio_Ciampi_0001.jpg,68,66,178,176,1
225,../../05_Final_Data/Face_Detection_Images/Anna_Kournikova_0008.jpg,63,68,183,188,1
226,../../05_Final_Data/Face_Detection_Images/Marco_Antonio_Barrera_0003.jpg,66,64,185,183,1
227,../../05_Final_Data/Face_Detection_Images/Roh_Moo-hyun_0011.jpg,72,71,180,179,1
228,../../05_Final_Data/Face_Detection_Images/Penelope_Cruz_0003.jpg,64,67,185,188,1
229,../../05_Final_Data/Face_Detection_Images/Roger_Etchegaray_0001.jpg,76,20,177,121,1
230,../../05_Final_Data/Face_Detection_Images/Fredric_Seaman_0001.jpg,65,65,189,189,1
231,../../05_Final_Data/Face_Detection_Images/Cristina_Saralegui_0002.jpg,55,60,193,198,1
232,../../05_Final_Data/Face_Detection_Images/Roh_Moo-hyun_0005.jpg,73,71,182,180,1
233,../../05_Final_Data/Face_Detection_Images/Pierre_Pettigrew_0002.jpg,26,149,93,216,1
234,../../05_Final_Data/Face_Detection_Images/Erskine_Bowles_0001.jpg,62,62,189,189,1
235,../../05_Final_Data/Face_Detection_Images/Bijan_Darvish_0003.jpg,76,72,178,174,1
236,../../05_Final_Data/Face_Detection_Images/Emanuel_Ginobili_0002.jpg,75,70,184,179,1
237,../../05_Final_Data/Face_Detection_Images/Jeong_Se-hyun_0009.jpg,72,75,179,182,1
238,../../05_Final_Data/Face_Detection_Images/Mitchell_Daniels_0003.jpg,66,66,180,180,1
239,../../05_Final_Data/Face_Detection_Images/Timothy_McVeigh_0001.jpg,14,39,90,115,1
240,../../05_Final_Data/Face_Detection_Images/Gerhard_Schroeder_0081.jpg,67,65,181,179,1
241,../../05_Final_Data/Face_Detection_Images/Rick_Wagoner_0001.jpg,65,65,183,183,1
242,../../05_Final_Data/Face_Detection_Images/Valdas_Adamkus_0001.jpg,62,61,186,185,1
243,../../05_Final_Data/Face_Detection_Images/Casey_Mears_0001.jpg,68,67,182,181,1
244,../../05_Final_Data/Face_Detection_Images/Muhammad_Saeed_al-Sahhaf_0005.jpg,70,68,180,178,1
245,../../05_Final_Data/Face_Detection_Images/Kurt_Busch_0002.jpg,71,68,177,174,1
246,../../05_Final_Data/Face_Detection_Images/Greg_Ostertag_0002.jpg,67,66,183,182,1
247,../../05_Final_Data/Face_Detection_Images/Zhang_Ziyi_0004.jpg,72,71,179,178,1
248,../../05_Final_Data/Face_Detection_Images/Tom_Ridge_0010.jpg,65,67,182,184,1
249,../../05_Final_Data/Face_Detection_Images/Luiz_Inacio_Lula_da_Silva_0033.jpg,82,75,186,179,1
250,../../05_Final_Data/Face_Detection_Images/Roberto_Carlos_0001.jpg,66,64,185,183,1
251,../../05_Final_Data/Face_Detection_Images/Marcus_Gronholm_0001.jpg,56,60,193,197,1
252,../../05_Final_Data/Face_Detection_Images/Luiz_Inacio_Lula_da_Silva_0027.jpg,49,13,183,147,1
253,../../05_Final_Data/Face_Detection_Images/Mark_Dacey_0001.jpg,66,66,182,182,1
254,../../05_Final_Data/Face_Detection_Images/Kalpana_Chawla_0002.jpg,65,67,184,186,1
255,../../05_Final_Data/Face_Detection_Images/Tom_Ridge_0004.jpg,63,64,186,187,1
256,../../05_Final_Data/Face_Detection_Images/Elizabeth_Hurley_0001.jpg,61,63,188,190,1
257,../../05_Final_Data/Face_Detection_Images/Natalie_Cole_0002.jpg,73,74,175,176,1
258,../../05_Final_Data/Face_Detection_Images/James_Blake_0009.jpg,60,64,182,186,1
259,../../05_Final_Data/Face_Detection_Images/Michael_Jordan_0001.jpg,65,66,181,182,1
260,../../05_Final_Data/Face_Detection_Images/Kobe_Bryant_0002.jpg,64,67,177,180,1
261,../../05_Final_Data/Face_Detection_Images/Hector_Babenco_0001.jpg,65,65,182,182,1
262,../../05_Final_Data/Face_Detection_Images/George_W_Bush_0032.jpg,66,62,186,182,1
263,../../05_Final_Data/Face_Detection_Images/Gerhard_Schroeder_0056.jpg,60,64,183,187,1
264,../../05_Final_Data/Face_Detection_Images/Laura_Bush_0032.jpg,171,163,221,213,1
265,../../05_Final_Data/Face_Detection_Images/Sergei_Alexandrovitch_Ordzhonikidze_0001.jpg,71,70,176,175,1
266,../../05_Final_Data/Face_Detection_Images/Vitali_Klitschko_0004.jpg,61,63,182,184,1
267,../../05_Final_Data/Face_Detection_Images/Bronson_Arroyo_0001.jpg,65,61,191,187,1
268,../../05_Final_Data/Face_Detection_Images/Colin_Powell_0022.jpg,76,77,172,173,1
269,../../05_Final_Data/Face_Detection_Images/Sylvester_Stallone_0008.jpg,68,68,183,183,1
270,../../05_Final_Data/Face_Detection_Images/Peter_Ahearn_0001.jpg,67,66,184,183,1
271,../../05_Final_Data/Face_Detection_Images/Marcella_Anderson_0001.jpg,60,60,195,195,1
272,../../05_Final_Data/Face_Detection_Images/Choi_Sung-hong_0005.jpg,73,74,176,177,1
273,../../05_Final_Data/Face_Detection_Images/Colin_Powell_0036.jpg,66,69,180,183,1
274,../../05_Final_Data/Face_Detection_Images/Justin_Timberlake_0004.jpg,58,59,194,195,1
275,../../05_Final_Data/Face_Detection_Images/Simon_Chalk_0001.jpg,158,158,226,226,1
276,../../05_Final_Data/Face_Detection_Images/Bob_Hope_0002.jpg,71,68,181,178,1
277,../../05_Final_Data/Face_Detection_Images/Laura_Bush_0026.jpg,67,65,180,178,1
278,../../05_Final_Data/Face_Detection_Images/Colin_Cowie_0001.jpg,73,65,186,178,1
279,../../05_Final_Data/Face_Detection_Images/Eddie_Murray_0001.jpg,65,67,180,182,1
280,../../05_Final_Data/Face_Detection_Images/Katie_Harman_0002.jpg,69,70,181,182,1
281,../../05_Final_Data/Face_Detection_Images/Max_Mosley_0001.jpg,67,67,178,178,1
282,../../05_Final_Data/Face_Detection_Images/Roberta_Combs_0001.jpg,60,60,191,191,1
283,../../05_Final_Data/Face_Detection_Images/Ruben_Studdard_0001.jpg,70,68,183,181,1
