Filename,xmin,ymin,xmax,ymax,label
Susie_Castillo_0001.jpg,68,67,187,186,1
Jeremy_Greenstock_0022.jpg,61,65,181,185,1
Danny_Elfman_0001.jpg,66,65,191,190,1
Tony_Blair_0002.jpg,65,67,186,188,1
Michael_Schumacher_0001.jpg,70,67,179,176,1
Monica_Bellucci_0003.jpg,71,70,178,177,1
LeBron_James_0005.jpg,69,67,181,179,1
Dorthy_Moxley_0001.jpg,0,65,57,122,1
George_W_Bush_0378.jpg,71,67,181,177,1
Madonna_0004.jpg,24,39,51,66,1
Hashim_Thaci_0002.jpg,69,70,180,181,1
Tony_Blair_0016.jpg,180,78,238,136,1
Michael_Schumacher_0015.jpg,61,64,182,185,1
Cate_Blanchett_0002.jpg,47,139,90,182,1
Boris_Becker_0001.jpg,76,73,182,179,1
David_Nalbandian_0014.jpg,61,62,188,189,1
Dominique_de_Villepin_0014.jpg,68,70,179,181,1
Sarah_Jessica_Parker_0004.jpg,75,70,188,183,1
Gil_de_Ferran_0004.jpg,162,47,217,102,1
Jean_Chretien_0032.jpg,69,69,180,180,1
Jolanta_Kwasniewski_0002.jpg,69,67,187,185,1
Patricia_Wartusch_0001.jpg,71,69,176,174,1
Jose_Maria_Aznar_0019.jpg,70,62,201,193,1
Donald_Rumsfeld_0015.jpg,71,70,174,173,1
Ray_Romano_0006.jpg,153,4,241,92,1
George_W_Bush_0422.jpg,64,65,183,184,1
George_W_Bush_0344.jpg,66,64,186,184,1
Richard_Regenhard_0001.jpg,67,69,182,184,1
David_Beckham_0002.jpg,60,66,184,190,1
Ariel_Sharon_0050.jpg,62,65,185,188,1
David_Beckham_0016.jpg,65,66,184,185,1
Teresa_Graves_0001.jpg,71,65,181,175,1
Sandy_Smith_0001.jpg,71,68,183,180,1
Anja_Paerson_0001.jpg,63,68,184,189,1
Ariel_Sharon_0044.jpg,70,68,181,179,1
Robert_Vowler_0001.jpg,76,71,181,176,1
Lleyton_Hewitt_0041.jpg,66,63,184,181,1
George_W_Bush_0350.jpg,70,66,180,176,1
Donald_Rumsfeld_0001.jpg,74,71,179,176,1
Kai-Uwe_Ricke_0001.jpg,63,63,185,185,1
George_W_Bush_0436.jpg,71,65,186,180,1
Scott_Hubbard_0001.jpg,65,67,182,184,1
Vladimir_Putin_0016.jpg,67,67,183,183,1
Rudolph_Holton_0001.jpg,70,71,180,181,1
John_Howard_0001.jpg,64,60,188,184,1
Mike_Babcock_0001.jpg,73,69,180,176,1
Pierce_Brosnan_0004.jpg,78,72,177,171,1
Tatiana_Shchegoleva_0001.jpg,63,67,177,181,1
Jack_Straw_0002.jpg,68,67,188,187,1
Joschka_Fischer_0010.jpg,24,6,189,171,1
Jacques_Rogge_0008.jpg,61,61,187,187,1
Ann_Veneman_0005.jpg,105,168,173,236,1
Didier_Defago_0001.jpg,76,68,178,170,1
Ann_Veneman_0011.jpg,106,172,161,227,1
Rick_Lu_0001.jpg,68,72,176,180,1
Annette_Lu_0002.jpg,73,74,176,177,1
John_Howard_0015.jpg,61,59,186,184,1
Jack_Straw_0016.jpg,60,59,190,189,1
Pierce_Brosnan_0010.jpg,66,66,182,182,1
Joschka_Fischer_0004.jpg,76,70,184,178,1
Ali_Ahmeti_0001.jpg,64,63,186,185,1
William_Ford_Jr_0001.jpg,70,69,181,180,1
Jacques_Chirac_0043.jpg,68,67,190,189,1
Vladimir_Putin_0002.jpg,65,63,185,183,1
Mario_Dominguez_0001.jpg,78,71,186,179,1
Andy_Wisecarver_0001.jpg,64,65,184,185,1
Iain_Richmond_0001.jpg,69,65,182,178,1
Robin_Cook_0002.jpg,59,60,190,191,1
Juliette_Lewis_0001.jpg,54,60,185,191,1
Shimon_Peres_0007.jpg,62,68,170,176,1
Charles_Moose_0001.jpg,69,69,182,182,1
George_W_Bush_0185.jpg,67,65,183,181,1
Carlos_Moya_0004.jpg,63,64,183,184,1
Gabriel_Farhi_0001.jpg,66,66,185,185,1
Colin_Powell_0195.jpg,66,65,184,183,1
Robert_Lee_Yates_Jr_0001.jpg,68,65,182,179,1
Zydrunas_Ilgauskas_0001.jpg,57,60,184,187,1
Richard_Armitage_0005.jpg,64,64,185,185,1
Pedro_Malan_0004.jpg,64,65,178,179,1
Sourav_Ganguly_0005.jpg,60,66,180,186,1
Leslie_Ann_Woodward_0002.jpg,151,21,206,76,1
Richard_Gephardt_0001.jpg,74,68,184,178,1
Marcio_de_Souza_0001.jpg,57,60,190,193,1
Bill_Fennelly_0001.jpg,68,64,186,182,1
Holly_Hunter_0003.jpg,9,186,63,240,1
Manuel_Pellegrini_0001.jpg,65,63,187,185,1
Amanda_Coetzer_0002.jpg,67,67,183,183,1
Sachiko_Yamada_0004.jpg,71,66,178,173,1
Colin_Powell_0181.jpg,74,73,176,175,1
Victoria_Beckham_0001.jpg,76,75,175,174,1
Bill_Callahan_0001.jpg,66,63,184,181,1
Edgar_Savisaar_0001.jpg,69,67,186,184,1
Carlos_Moya_0010.jpg,66,65,188,187,1
Matt_Herden_0001.jpg,63,63,188,188,1
Jeb_Bush_0001.jpg,69,69,181,181,1
Dan_Kellner_0001.jpg,62,62,189,189,1
Imad_Moustapha_0001.jpg,66,65,186,185,1
George_W_Bush_0191.jpg,87,68,196,177,1
Rolf_Zimmermann_0001.jpg,67,70,183,186,1
Karl-Heinz_Rummenigge_0001.jpg,65,65,185,185,1
Charlotte_Church_0001.jpg,68,68,184,184,1
Miguel_Rosseto_0001.jpg,55,61,190,196,1
Emma_Watson_0001.jpg,68,68,184,184,1
Mukesh_Ambani_0001.jpg,58,62,191,195,1
Junichiro_Koizumi_0045.jpg,59,66,190,197,1
Serena_Williams_0012.jpg,60,66,181,187,1
Walid_Al-Awadi_0001.jpg,65,64,184,183,1
Dean_Jacek_0001.jpg,68,66,181,179,1
Doug_Moe_0001.jpg,67,68,182,183,1
Nicanor_Duarte_Frutos_0006.jpg,172,37,244,109,1
Pete_Carroll_0003.jpg,69,65,184,180,1
Leandro_Andrade_0001.jpg,73,77,175,179,1
Elton_John_0003.jpg,62,65,186,189,1
Benjamin_Bratt_0001.jpg,67,67,186,186,1
Richard_Perle_0001.jpg,66,67,182,183,1
Kurt_Thomas_0001.jpg,172,96,226,150,1
Peter_Medgyessy_0001.jpg,67,66,184,183,1
Kim_Dae-jung_0002.jpg,65,67,186,188,1
Robbie_Coltrane_0001.jpg,74,69,179,174,1
Kimberly_Stewart_0001.jpg,56,60,194,198,1
Mikhail_Wehbe_0003.jpg,62,65,184,187,1
Junichiro_Koizumi_0051.jpg,80,75,177,172,1
Serena_Williams_0006.jpg,66,71,180,185,1
Catherine_Deneuve_0004.jpg,68,68,187,187,1
John_Burnett_0001.jpg,67,70,188,191,1
Joe_Gatti_0001.jpg,69,67,182,180,1
Recep_Tayyip_Erdogan_0027.jpg,64,67,182,185,1
Uma_Thurman_0001.jpg,59,64,190,195,1
Naoto_Kan_0003.jpg,71,68,179,176,1
Heidi_Fleiss_0002.jpg,69,72,180,183,1
Craig_Wilson_0001.jpg,69,66,183,180,1
Karin_Stoiber_0002.jpg,64,65,185,186,1
Jean-Claude_Juncker_0002.jpg,74,71,182,179,1
George_W_Bush_0146.jpg,79,74,176,171,1
Fred_Rogers_0001.jpg,59,63,182,186,1
Elizabeth_Smart_0004.jpg,65,67,183,185,1
Bill_Frist_0008.jpg,45,116,78,149,1
Mike_Weir_0001.jpg,60,61,190,191,1
Ricardo_Lagos_0005.jpg,60,58,210,208,1
Colin_Powell_0156.jpg,68,65,185,182,1
Tomomi_Morita_0001.jpg,70,67,178,175,1
Matt_Dillon_0002.jpg,64,47,152,135,1
Colin_Powell_0142.jpg,76,74,175,173,1
Paul_Coppin_0002.jpg,63,66,185,188,1
Ricardo_Lagos_0011.jpg,70,67,186,183,1
Jonathan_Edwards_0005.jpg,70,69,183,182,1
Al_Gore_0005.jpg,69,68,184,183,1
Tom_Miller_0001.jpg,72,66,182,176,1
George_W_Bush_0152.jpg,70,68,180,178,1
Jessica_Lynch_0001.jpg,65,63,188,186,1
Kim_Clijsters_0012.jpg,69,65,189,185,1
Alan_Greenspan_0005.jpg,78,68,193,183,1
Carla_Del_Ponte_0001.jpg,70,68,183,181,1
Eric_Taino_0001.jpg,62,65,184,187,1
Cruz_Bustamante_0001.jpg,73,69,185,181,1
Ms_Dynamite_0001.jpg,62,64,184,186,1
Hitoshi_Tanaka_0001.jpg,69,71,179,181,1
Brad_Miller_0001.jpg,62,57,195,190,1
Hans_Blix_0033.jpg,68,69,185,186,1
Hans_Blix_0027.jpg,66,67,184,185,1
Jelena_Dokic_0006.jpg,63,63,188,188,1
Hama_Arba_Diallo_0001.jpg,65,67,184,186,1
Steve_Zahn_0001.jpg,67,66,183,182,1
Jose_Lina_0001.jpg,76,69,184,177,1
David_Hyde_Pierce_0002.jpg,67,65,187,185,1
Adrian_Murrell_0001.jpg,66,67,182,183,1
Tim_Curry_0002.jpg,71,69,183,181,1
Katja_Riemann_0001.jpg,172,15,199,42,1
Kim_Clijsters_0006.jpg,66,62,192,188,1
Gerhard_Schroeder_0095.jpg,60,63,181,184,1
Daniela_Hantuchova_0001.jpg,71,71,176,176,1
Carlo_Azeglio_Ciampi_0001.jpg,68,66,178,176,1
Anna_Kournikova_0008.jpg,63,68,183,188,1
Marco_Antonio_Barrera_0003.jpg,66,64,185,183,1
Roh_Moo-hyun_0011.jpg,72,71,180,179,1
Penelope_Cruz_0003.jpg,64,67,185,188,1
Roger_Etchegaray_0001.jpg,76,20,177,121,1
Fredric_Seaman_0001.jpg,65,65,189,189,1
Cristina_Saralegui_0002.jpg,55,60,193,198,1
Roh_Moo-hyun_0005.jpg,73,71,182,180,1
Pierre_Pettigrew_0002.jpg,26,149,93,216,1
Erskine_Bowles_0001.jpg,62,62,189,189,1
Bijan_Darvish_0003.jpg,76,72,178,174,1
Emanuel_Ginobili_0002.jpg,75,70,184,179,1
Jeong_Se-hyun_0009.jpg,72,75,179,182,1
Mitchell_Daniels_0003.jpg,66,66,180,180,1
Timothy_McVeigh_0001.jpg,14,39,90,115,1
Gerhard_Schroeder_0081.jpg,67,65,181,179,1
Rick_Wagoner_0001.jpg,65,65,183,183,1
Valdas_Adamkus_0001.jpg,62,61,186,185,1
Casey_Mears_0001.jpg,68,67,182,181,1
Muhammad_Saeed_al-Sahhaf_0005.jpg,70,68,180,178,1
Kurt_Busch_0002.jpg,71,68,177,174,1
Greg_Ostertag_0002.jpg,67,66,183,182,1
Zhang_Ziyi_0004.jpg,72,71,179,178,1
Tom_Ridge_0010.jpg,65,67,182,184,1
Luiz_Inacio_Lula_da_Silva_0033.jpg,82,75,186,179,1
Roberto_Carlos_0001.jpg,66,64,185,183,1
Marcus_Gronholm_0001.jpg,56,60,193,197,1
Luiz_Inacio_Lula_da_Silva_0027.jpg,65,65,183,183,1
Mark_Dacey_0001.jpg,66,66,182,182,1
Kalpana_Chawla_0002.jpg,65,67,184,186,1
Tom_Ridge_0004.jpg,63,64,186,187,1
Elizabeth_Hurley_0001.jpg,61,63,188,190,1
Natalie_Cole_0002.jpg,73,74,175,176,1
James_Blake_0009.jpg,60,64,182,186,1
Michael_Jordan_0001.jpg,65,66,181,182,1
Kobe_Bryant_0002.jpg,64,67,177,180,1
Hector_Babenco_0001.jpg,65,65,182,182,1
George_W_Bush_0032.jpg,66,62,186,182,1
Gerhard_Schroeder_0056.jpg,60,64,183,187,1
Laura_Bush_0032.jpg,171,163,221,213,1
Sergei_Alexandrovitch_Ordzhonikidze_0001.jpg,71,70,176,175,1
Vitali_Klitschko_0004.jpg,61,63,182,184,1
Bronson_Arroyo_0001.jpg,65,61,191,187,1
Colin_Powell_0022.jpg,76,77,172,173,1
Sylvester_Stallone_0008.jpg,68,68,183,183,1
Peter_Ahearn_0001.jpg,67,66,184,183,1
Marcella_Anderson_0001.jpg,60,60,195,195,1
Choi_Sung-hong_0005.jpg,73,74,176,177,1
Colin_Powell_0036.jpg,66,69,180,183,1
Justin_Timberlake_0004.jpg,58,59,194,195,1
Simon_Chalk_0001.jpg,158,158,226,226,1
Bob_Hope_0002.jpg,71,68,181,178,1
Laura_Bush_0026.jpg,67,65,180,178,1
Colin_Cowie_0001.jpg,73,65,186,178,1
Eddie_Murray_0001.jpg,65,67,180,182,1
Katie_Harman_0002.jpg,69,70,181,182,1
Max_Mosley_0001.jpg,67,67,178,178,1
Roberta_Combs_0001.jpg,60,60,191,191,1
Ruben_Studdard_0001.jpg,70,68,183,181,1
George_W_Bush_0026.jpg,66,66,183,183,1
Gerhard_Schroeder_0042.jpg,62,64,183,185,1
Michael_Jackson_0008.jpg,70,72,179,181,1
Pat_Burns_0002.jpg,76,70,183,177,1
Alec_Baldwin_0001.jpg,70,69,175,174,1
Amelia_Vega_0001.jpg,107,173,160,226,1
Hugo_Chavez_0003.jpg,74,72,193,191,1
John_Ashcroft_0038.jpg,76,72,176,172,1
Harbhajan_Singh_0001.jpg,58,61,193,196,1
Mahmoud_Abbas_0007.jpg,69,72,183,186,1
Bill_Sizemore_0001.jpg,73,68,179,174,1
Alvaro_Uribe_0022.jpg,48,60,184,196,1
Nicole_Kidman_0013.jpg,66,67,184,185,1
Pedro_Almodovar_0006.jpg,61,59,190,188,1
Stacy_Dragila_0002.jpg,66,64,187,185,1
George_Clooney_0007.jpg,72,71,179,178,1
Sheldon_Silver_0001.jpg,69,72,180,183,1
Nicole_Kidman_0007.jpg,67,68,180,181,1
Justin_Guarini_0003.jpg,70,70,179,179,1
Michael_Clarke_Duncan_0001.jpg,173,175,241,243,1
George_Maxwell_Richards_0001.jpg,65,69,174,178,1
Mahmoud_Abbas_0013.jpg,71,76,178,183,1
Tracy_Wyle_0001.jpg,74,68,181,175,1
Marat_Safin_0003.jpg,73,70,178,175,1
Bruce_Van_De_Velde_0002.jpg,63,58,196,191,1
John_Nimmo_0001.jpg,73,68,195,190,1
Condoleezza_Rice_0007.jpg,64,68,179,183,1
Queen_Latifah_0002.jpg,63,71,182,190,1
Thabo_Mbeki_0005.jpg,70,70,177,177,1
Hugo_Chavez_0017.jpg,67,67,183,183,1
Jalal_Talabani_0001.jpg,68,67,182,181,1
Mary_Bono_0001.jpg,68,69,184,185,1
Brad_Johnson_0001.jpg,78,73,182,177,1
John_Ashcroft_0004.jpg,67,67,181,181,1
Martin_Verkerk_0001.jpg,72,68,183,179,1
Ben_Glisan_0001.jpg,68,71,184,187,1
Barry_Ford_0001.jpg,60,63,186,189,1
Aleksander_Kwasniewski_0001.jpg,69,72,179,182,1
George_Robertson_0001.jpg,73,62,193,182,1
Heidi_Klum_0003.jpg,67,65,183,181,1
Debra_Brown_0002.jpg,65,69,183,187,1
Tom_Jones_0002.jpg,69,70,178,179,1
Jean-Claude_Van_Damme_0001.jpg,64,65,183,184,1
Bob_Stoops_0007.jpg,68,68,182,182,1
Martin_Scorsese_0004.jpg,66,67,182,183,1
Oleksandr_Moroz_0002.jpg,62,65,179,182,1
Thomas_Bjorn_0001.jpg,64,65,184,185,1
Jesse_Jackson_0003.jpg,73,75,180,182,1
George_Robertson_0015.jpg,68,67,182,181,1
Shi_Guangsheng_0001.jpg,70,69,182,181,1
Hun_Sen_0004.jpg,69,67,182,180,1
Joseph_Biden_0004.jpg,69,64,186,181,1
Saddam_Hussein_0019.jpg,74,70,183,179,1
Georgina_Bardach_0001.jpg,59,61,189,191,1
Christian_Gimenez_0001.jpg,67,66,183,182,1
Jon_Corzine_0002.jpg,68,65,184,181,1
John_Ashcroft_0010.jpg,58,67,173,182,1
Nick_Markakis_0001.jpg,67,65,188,186,1
Mike_Eskew_0001.jpg,57,66,176,185,1
Aitor_Gonzalez_0002.jpg,66,70,178,182,1
Nancy_Reagan_0002.jpg,66,67,182,183,1
Kenneth_Reichert_0001.jpg,84,76,179,171,1
Ivo_Dubs_0001.jpg,95,18,155,78,1
Kamel_Morjane_0001.jpg,66,65,191,190,1
Guillermo_Coria_0022.jpg,67,68,180,181,1
Naomi_Watts_0022.jpg,82,69,181,168,1
Meryl_Streep_0011.jpg,66,65,188,187,1
Kurt_Warner_0001.jpg,68,65,185,182,1
Meryl_Streep_0005.jpg,62,65,183,186,1
Cecile_de_France_0001.jpg,67,67,187,187,1
Alejandro_Toledo_0029.jpg,137,188,171,222,1
George_W_Bush_0218.jpg,64,62,189,187,1
Paris_Hilton_0001.jpg,68,68,183,183,1
Monica_Gabrielle_0001.jpg,88,51,237,200,1
Tomas_Malik_0001.jpg,59,69,175,185,1
Jennette_Bradley_0001.jpg,72,72,182,182,1
Hank_Azaria_0001.jpg,67,66,191,190,1
Colin_Powell_0208.jpg,67,66,182,181,1
Colin_Powell_0220.jpg,20,13,86,79,1
Colin_Farrell_0005.jpg,68,64,184,180,1
Susan_Collins_0001.jpg,69,63,178,172,1
Douglas_Meester_0001.jpg,66,62,188,184,1
Ed_Mekertichian_0001.jpg,62,67,177,182,1
John_Sweeney_0001.jpg,69,69,179,179,1
Vicente_Fernandez_0002.jpg,71,67,197,193,1
Tirunesh_Dibaba_0001.jpg,68,70,181,183,1
George_W_Bush_0230.jpg,174,157,233,216,1
Alejandro_Toledo_0001.jpg,71,68,180,177,1
Keiko_Sofia_Fujimori_0001.jpg,71,72,180,181,1
Jason_Kidd_0004.jpg,68,68,181,181,1
Janusz_Kaminski_0001.jpg,66,59,200,193,1
Jason_Kidd_0010.jpg,81,79,177,175,1
Dieter_Holzer_0001.jpg,81,69,179,167,1
Fernando_Gonzalez_0007.jpg,68,69,184,185,1
Enrique_Bolanos_0002.jpg,81,76,174,169,1
Bixente_LIzarazu_0001.jpg,60,62,186,188,1
Alejandro_Toledo_0015.jpg,71,70,178,177,1
George_W_Bush_0224.jpg,61,59,190,188,1
Ronald_Ito_0001.jpg,65,58,189,182,1
Jay_Garner_0003.jpg,68,67,183,182,1
Slobodan_Milosevic_0001.jpg,66,64,181,179,1
Cameron_Diaz_0004.jpg,70,68,180,178,1
Colin_Powell_0234.jpg,54,66,169,181,1
Larry_Bowa_0002.jpg,65,65,184,184,1
Alejandro_Toledo_0014.jpg,71,68,182,179,1
George_W_Bush_0225.jpg,67,64,185,182,1
Fernando_Gonzalez_0006.jpg,65,62,188,185,1
Enrique_Bolanos_0003.jpg,64,68,177,181,1
Matt_Braker_0001.jpg,65,64,186,185,1
Jim_Paxson_0001.jpg,75,71,178,174,1
Colin_Powell_0235.jpg,72,71,179,178,1
Cameron_Diaz_0005.jpg,61,60,194,193,1
Jay_Garner_0002.jpg,66,63,190,187,1
Vicente_Fernandez_0003.jpg,67,63,184,180,1
Ross_Verba_0001.jpg,62,61,188,187,1
Bruce_Willis_0001.jpg,79,74,178,173,1
Colin_Farrell_0004.jpg,71,73,180,182,1
Armand_Sargen_0001.jpg,68,68,183,183,1
Colin_Powell_0221.jpg,66,67,185,186,1
Enrique_Iglesias_0001.jpg,65,65,182,182,1
Jason_Kidd_0005.jpg,70,68,180,178,1
Soon_Yi_0001.jpg,70,71,181,182,1
Mark_Warner_0001.jpg,62,61,189,188,1
George_W_Bush_0231.jpg,70,62,190,182,1
Kathleen_Kennedy_Townsend_0001.jpg,63,65,186,188,1
Alejandro_Toledo_0028.jpg,159,27,226,94,1
George_W_Bush_0219.jpg,66,64,185,183,1
Meryl_Streep_0004.jpg,64,63,188,187,1
Colin_Powell_0209.jpg,77,72,179,174,1
Feliciano_Lopez_0001.jpg,76,76,175,175,1
David_Bowie_0001.jpg,71,68,181,178,1
Kit_Bond_0001.jpg,72,64,187,179,1
Wayne_Gretzky_0004.jpg,64,62,184,182,1
Guillermo_Coria_0023.jpg,63,63,186,186,1
Robbie_Fowler_0002.jpg,68,67,184,183,1
Mona_Rishmawi_0001.jpg,69,72,179,182,1
Vince_Dooley_0001.jpg,78,72,184,178,1
Khin_Nyunt_0001.jpg,73,73,178,178,1
Rainer_Geulen_0001.jpg,68,69,178,179,1
Li_Changchun_0001.jpg,66,70,179,183,1
Paul_Reiser_0001.jpg,65,66,185,186,1
Meryl_Streep_0010.jpg,60,61,192,193,1
Tony_Shalhoub_0001.jpg,66,67,181,182,1
Lesia_Burlak_0001.jpg,64,64,185,185,1
John_Sidgmore_0001.jpg,67,65,185,183,1
Joseph_Biden_0005.jpg,72,68,180,176,1
George_Robertson_0014.jpg,65,64,182,181,1
Mark_Hanson_0001.jpg,62,59,188,185,1
Maria_Shriver_0001.jpg,67,64,191,188,1
Jesse_Jackson_0002.jpg,70,73,180,183,1
Kathleen_Glynn_0001.jpg,61,67,182,188,1
Alexandra_Stevenson_0001.jpg,67,70,177,180,1
John_Ashcroft_0011.jpg,73,71,177,175,1
Teri_ORourke_0001.jpg,67,66,184,183,1
Jon_Corzine_0003.jpg,55,64,176,185,1
Gustavo_Franco_0001.jpg,62,62,190,190,1
Saddam_Hussein_0018.jpg,63,63,191,191,1
Lisa_Leslie_0001.jpg,75,72,180,177,1
Nate_Hybl_0001.jpg,70,70,179,179,1
Charmaine_Crooks_0001.jpg,66,67,175,176,1
Elena_Bovina_0001.jpg,66,66,181,181,1
John_Ashcroft_0005.jpg,71,70,176,175,1
Andre_Techine_0001.jpg,71,70,183,182,1
Sandra_Shamas_0001.jpg,69,67,184,182,1
Martin_Scorsese_0005.jpg,61,65,183,187,1
Bob_Stoops_0006.jpg,73,70,179,176,1
Frank_Dunham_Jr_0001.jpg,135,4,186,55,1
Ralph_Klein_0001.jpg,70,68,178,176,1
Mark_Wahlberg_0004.jpg,73,69,178,174,1
Heidi_Klum_0002.jpg,59,58,193,192,1
Justin_Guarini_0002.jpg,72,71,177,176,1
Nicole_Kidman_0006.jpg,67,65,185,183,1
Tim_Chapman_0002.jpg,65,65,186,186,1
Mario_Gallegos_0001.jpg,69,72,176,179,1
George_Clooney_0006.jpg,66,67,184,185,1
Hugo_Chavez_0016.jpg,68,66,184,182,1
Queen_Latifah_0003.jpg,73,71,184,182,1
Condoleezza_Rice_0006.jpg,65,66,182,183,1
Marat_Safin_0002.jpg,66,67,181,182,1
Mahmoud_Abbas_0012.jpg,56,58,188,190,1
Mahmoud_Abbas_0006.jpg,69,69,184,184,1
John_Ashcroft_0039.jpg,73,70,180,177,1
Patti_Smith_0001.jpg,77,69,180,172,1
Hugo_Chavez_0002.jpg,61,65,189,193,1
Steven_Curtis_Chapman_0001.jpg,66,63,190,187,1
Jean-Sebastien_Giguere_0002.jpg,67,68,182,183,1
Maria_Shkolnikova_0001.jpg,64,62,184,182,1
Rod_Blagojevich_0001.jpg,63,63,186,186,1
Pedro_Almodovar_0007.jpg,65,63,186,184,1
Art_Howe_0004.jpg,62,64,181,183,1
Nicole_Kidman_0012.jpg,61,62,189,190,1
Alvaro_Uribe_0023.jpg,65,63,187,185,1
Stanley_Nelson_0001.jpg,67,66,183,182,1
Katie_Harman_0003.jpg,73,74,174,175,1
Ralph_Nader_0001.jpg,69,69,178,178,1
Al_Leiter_0001.jpg,74,67,185,178,1
Laura_Bush_0027.jpg,66,69,179,182,1
Bob_Hope_0003.jpg,69,65,185,181,1
Bernard_Landry_0004.jpg,71,71,178,178,1
Chloe_Sevigny_0001.jpg,66,65,186,185,1
Colin_Powell_0037.jpg,66,63,187,184,1
Dwayne_Johnson_0002.jpg,67,64,186,183,1
Justin_Timberlake_0005.jpg,69,65,186,182,1
Joy_Bryant_0001.jpg,108,195,160,247,1
Robert_Gallo_0001.jpg,65,65,184,184,1
Hong_Myung_0001.jpg,72,71,178,177,1
Michael_Jackson_0009.jpg,62,64,187,189,1
Gerhard_Schroeder_0043.jpg,70,69,178,177,1
George_W_Bush_0027.jpg,68,63,186,181,1
El_Hadji_Diouf_0001.jpg,71,71,179,179,1
Gerhard_Schroeder_0057.jpg,70,66,189,185,1
George_W_Bush_0033.jpg,70,69,177,176,1
Nicolas_Lapentti_0002.jpg,75,75,176,176,1
Kobe_Bryant_0003.jpg,68,71,182,185,1
Choi_Sung-hong_0004.jpg,76,76,175,175,1
Sylvester_Stallone_0009.jpg,66,65,185,184,1
Colin_Powell_0023.jpg,78,76,171,169,1
William_Bratton_0001.jpg,60,68,172,180,1
Cecilia_Cheung_0001.jpg,66,67,186,187,1
John_Gruden_0001.jpg,61,68,180,187,1
Laura_Bush_0033.jpg,68,69,181,182,1
Tom_Ridge_0005.jpg,66,64,184,182,1
Owen_Wilson_0002.jpg,65,65,183,183,1
Kalpana_Chawla_0003.jpg,69,68,181,180,1
Luiz_Inacio_Lula_da_Silva_0026.jpg,67,66,183,182,1
Kieran_Prendergast_0001.jpg,64,69,179,184,1
Viktor_Yushchenko_0001.jpg,74,69,182,177,1
James_Blake_0008.jpg,63,67,179,183,1
Natalie_Cole_0003.jpg,71,70,176,175,1
Emmanuelle_Jagodsinski_0001.jpg,55,63,185,193,1
John_Herrington_0001.jpg,66,64,189,187,1
Muhammad_Saeed_al-Sahhaf_0004.jpg,73,69,174,170,1
Angela_Bassett_0001.jpg,69,70,178,179,1
